timestamp,time_rel_s,job_id,component_id,metric,unit,value
1790005980.007256,59.996872901916504,10798771,5101187,cpu_cores_used,cores,4.00058307714129
1790006040.0071008,119.99671769142151,10798771,5101187,cpu_cores_used,cores,4.000510348686524
1790006100.008245,179.99786186218262,10798771,5101187,cpu_cores_used,cores,3.999423732938391
1790006160.007405,239.99702191352844,10798771,5101187,cpu_cores_used,cores,4.00072267336042
1790006220.008029,299.99764585494995,10798771,5101187,cpu_cores_used,cores,4.000625064071843
1790006280.007273,359.9968898296356,10798771,5101187,cpu_cores_used,cores,4.000883746156529
1790006340.006742,419.99635887145996,10798771,5101187,cpu_cores_used,cores,4.001035406374335
1790006400.007333,479.99694991111755,10798771,5101187,cpu_cores_used,cores,4.3269573766098945
1790006460.006538,539.9961547851562,10798771,5101187,cpu_cores_used,cores,4.001553028978314
1790006520.0075421,599.9971590042114,10798771,5101187,cpu_cores_used,cores,4.000933036446772
1790006580.006828,659.996444940567,10798771,5101187,cpu_cores_used,cores,4.0008809480605105
1790006640.008184,719.9978008270264,10798771,5101187,cpu_cores_used,cores,4.001076249914832
1790006700.0074508,779.9970676898956,10798771,5101187,cpu_cores_used,cores,4.0007155512186685
1790006760.0079098,839.9975266456604,10798771,5101187,cpu_cores_used,cores,4.008469338164822
1790005920.0103831,0.0,10798771,5101187,mem_active_kb,kB,74592.0
1790005980.009023,59.998639822006226,10798771,5101187,mem_active_kb,kB,76340.0
1790006040.0075111,119.99712800979614,10798771,5101187,mem_active_kb,kB,76380.0
1790006100.008853,179.99846982955933,10798771,5101187,mem_active_kb,kB,76380.0
1790006160.009312,239.9989287853241,10798771,5101187,mem_active_kb,kB,76380.0
1790006220.006649,299.9962658882141,10798771,5101187,mem_active_kb,kB,76372.0
1790006280.007294,359.9969108104706,10798771,5101187,mem_active_kb,kB,76340.0
1790006340.006604,419.99622082710266,10798771,5101187,mem_active_kb,kB,76340.0
1790006400.007391,479.9970078468323,10798771,5101187,mem_active_kb,kB,84924.0
1790006460.008213,539.997829914093,10798771,5101187,mem_active_kb,kB,84940.0
1790006520.009133,599.9987499713898,10798771,5101187,mem_active_kb,kB,84940.0
1790006580.007211,659.996827840805,10798771,5101187,mem_active_kb,kB,84940.0
1790006640.008791,719.9984078407288,10798771,5101187,mem_active_kb,kB,84944.0
1790006700.009326,779.9989428520203,10798771,5101187,mem_active_kb,kB,84944.0
1790006760.0064309,839.9960477352142,10798771,5101187,mem_active_kb,kB,84788.0
