timestamp,time_rel_s,job_id,component_id,metric,unit,value
1790005980.008246,59.9995698928833,10798772,5101281,cpu_cores_used,cores,4.0017482920095695
1790006040.008445,119.99976897239685,10798772,5101281,cpu_cores_used,cores,4.001486723099495
1790006100.007522,179.99884605407715,10798772,5101281,cpu_cores_used,cores,4.001228213446992
1790006160.008002,239.99932599067688,10798772,5101281,cpu_cores_used,cores,4.001634657817816
1790006220.0068328,299.99815678596497,10798772,5101281,cpu_cores_used,cores,4.0020779874740064
1790006280.0082061,359.9995300769806,10798772,5101281,cpu_cores_used,cores,4.001741740733677
1790006340.007207,419.9985308647156,10798772,5101281,cpu_cores_used,cores,4.0027333263372205
1790006400.0072,479.9985239505768,10798772,5101281,cpu_cores_used,cores,4.326333831881209
1790006460.007957,539.9992809295654,10798772,5101281,cpu_cores_used,cores,4.002449503830374
1790006520.006645,599.9979689121246,10798772,5101281,cpu_cores_used,cores,4.001254161920758
1790006580.0091,660.0004239082336,10798772,5101281,cpu_cores_used,cores,4.002169578154301
1790006640.0069041,719.9982280731201,10798772,5101281,cpu_cores_used,cores,4.000979758197359
1790006700.008115,779.9994390010834,10798772,5101281,cpu_cores_used,cores,4.001585906128815
1790006760.0068412,839.9981651306152,10798772,5101281,cpu_cores_used,cores,4.001084947732591
1790006820.007373,899.9986970424652,10798772,5101281,cpu_cores_used,cores,4.00129786103754
1790005920.008676,0.0,10798772,5101281,mem_active_kb,kB,84936.0
1790005980.00863,59.99995398521423,10798772,5101281,mem_active_kb,kB,84888.0
1790006040.009033,120.00035691261292,10798772,5101281,mem_active_kb,kB,84872.0
1790006100.009543,180.0008668899536,10798772,5101281,mem_active_kb,kB,84896.0
1790006160.0065439,239.9978678226471,10798772,5101281,mem_active_kb,kB,84864.0
1790006220.006856,299.99817991256714,10798772,5101281,mem_active_kb,kB,84916.0
1790006280.008072,359.99939584732056,10798772,5101281,mem_active_kb,kB,84880.0
1790006340.007261,419.99858498573303,10798772,5101281,mem_active_kb,kB,84880.0
1790006400.008842,480.00016593933105,10798772,5101281,mem_active_kb,kB,92300.0
1790006460.00964,540.0009639263153,10798772,5101281,mem_active_kb,kB,92300.0
1790006520.007023,599.9983470439911,10798772,5101281,mem_active_kb,kB,92292.0
1790006580.009612,660.0009360313416,10798772,5101281,mem_active_kb,kB,92292.0
1790006640.008938,720.0002620220184,10798772,5101281,mem_active_kb,kB,92292.0
1790006700.006668,779.9979920387268,10798772,5101281,mem_active_kb,kB,92292.0
1790006760.0068638,839.9981877803802,10798772,5101281,mem_active_kb,kB,92292.0
1790006820.007236,899.9985599517822,10798772,5101281,mem_active_kb,kB,92292.0
